Date,Number_of_Vehicles,Vehicle_Speed,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Chainage(km),Accident_Severity,No_of_accidents
27-04-2017,1,20,1,1,1,6,3,7
27-04-2017,1,20,1,2,2,12,3,1
27-04-2017,1,20,4,1,1,29,3,1
27-04-2017,1,90,1,1,1,2,3,25
27-04-2017,1,90,1,1,2,32,1,2
27-04-2017,1,90,1,2,2,43,3,2
27-04-2017,1,90,1,8,1,26,3,1
27-04-2017,1,90,4,1,1,38,3,1
27-04-2017,1,90,4,2,2,23,3,2
27-04-2017,1,90,4,8,2,28,3,1
27-04-2017,1,90,7,1,1,42,3,1
27-04-2017,1,40,1,1,1,27,3,1
27-04-2017,1,50,1,1,1,28,3,1
27-04-2017,1,50,1,1,2,24,3,1
27-04-2017,1,50,1,2,2,18,3,1
27-04-2017,1,50,1,9,1,18,3,1
27-04-2017,1,50,6,1,1,50,2,1
27-04-2017,1,50,6,2,2,3,3,1
27-04-2017,1,60,1,1,1,9,3,7
27-04-2017,1,60,1,2,2,34,3,2
27-04-2017,1,60,6,1,1,17,3,1
27-04-2017,1,90,1,1,1,29,3,2
27-04-2017,1,90,1,2,2,10,3,1
27-04-2017,1,90,1,9,-1,21,3,2
27-04-2017,2,20,1,1,1,34,3,1
27-04-2017,2,90,1,1,1,39,3,3
27-04-2017,2,90,4,1,1,26,3,2
27-04-2017,2,40,1,1,1,10,3,2
27-04-2017,2,40,1,2,2,36,3,1
27-04-2017,2,50,1,1,1,21,3,2
27-04-2017,2,60,1,1,1,31,3,1
27-04-2017,2,70,1,2,2,31,2,1
27-04-2017,2,90,1,1,1,35,3,3
27-04-2017,2,90,1,2,2,50,3,1
27-04-2017,2,20,1,1,1,28,3,3
27-04-2017,2,90,1,1,1,3,3,9
27-04-2017,2,90,1,1,2,40,2,2
27-04-2017,2,90,1,2,2,20,2,2
27-04-2017,2,90,1,9,1,31,2,1
27-04-2017,2,90,4,1,1,23,3,1
27-04-2017,2,40,1,1,1,50,3,4
27-04-2017,2,40,1,1,2,8,3,1
27-04-2017,2,40,4,1,2,36,3,1
27-04-2017,2,40,4,2,2,26,3,1
27-04-2017,2,40,5,1,1,15,3,1
27-04-2017,2,50,1,1,1,49,3,6
27-04-2017,2,60,1,1,1,35,3,1
27-04-2017,2,60,4,1,2,5,3,1
27-04-2017,2,70,1,1,1,42,3,7
27-04-2017,2,70,1,1,2,34,3,1
27-04-2017,2,70,1,2,2,40,3,1
27-04-2017,2,70,1,9,1,4,3,1
27-04-2017,2,70,4,1,2,34,3,1
27-04-2017,2,70,6,1,1,47,3,1
27-04-2017,2,20,1,1,1,2,3,8
27-04-2017,2,20,1,1,2,48,3,1
27-04-2017,2,90,1,1,1,7,3,79
27-04-2017,2,90,1,1,2,19,2,9
27-04-2017,2,90,1,2,2,45,3,10
27-04-2017,2,90,1,8,2,19,3,1
27-04-2017,2,90,1,9,1,41,3,1
27-04-2017,2,90,1,9,4,23,3,1
27-04-2017,2,90,4,1,1,27,3,9
27-04-2017,2,90,4,1,2,40,3,2
27-04-2017,2,90,4,2,2,49,3,4
27-04-2017,2,90,5,9,1,33,3,1
27-04-2017,2,90,7,1,1,29,3,3
27-04-2017,2,40,1,1,1,35,3,9
27-04-2017,2,40,1,1,2,46,3,1
27-04-2017,2,40,1,2,2,21,2,4
27-04-2017,2,50,1,1,1,42,3,1
27-04-2017,2,60,1,1,1,34,3,12
27-04-2017,2,60,1,1,2,6,3,3
27-04-2017,2,60,1,2,2,32,3,3
27-04-2017,2,60,1,9,1,23,3,1
27-04-2017,2,60,6,1,1,22,3,1
27-04-2017,2,90,1,1,-1,30,3,1
27-04-2017,2,90,1,2,2,35,3,1
27-04-2017,2,90,1,8,2,18,3,1
27-04-2017,2,90,5,1,1,31,3,1
27-04-2017,2,60,1,1,1,30,3,1
27-04-2017,3,90,1,1,1,16,3,1
27-04-2017,3,90,1,2,2,24,3,1
27-04-2017,3,40,1,1,1,40,3,3
27-04-2017,3,50,1,1,1,13,3,1
27-04-2017,3,50,1,1,2,37,3,1
27-04-2017,3,70,1,1,1,11,3,1
27-04-2017,3,70,1,2,2,47,3,1
27-04-2017,3,70,6,1,1,48,3,1
27-04-2017,3,20,4,1,1,46,3,1
27-04-2017,3,90,1,1,1,40,3,6
27-04-2017,3,90,1,2,2,29,3,1
27-04-2017,3,90,1,8,2,22,3,1
27-04-2017,3,90,7,1,2,30,3,1
27-04-2017,3,40,1,1,1,20,3,1
27-04-2017,3,50,1,1,1,37,3,3
27-04-2017,3,60,1,1,1,12,3,3
27-04-2017,3,60,1,1,2,15,3,1
27-04-2017,4,70,1,1,1,31,3,1
27-04-2017,4,90,1,1,1,35,3,1
27-04-2017,4,50,1,1,1,28,3,1
27-04-2017,4,70,1,1,1,44,3,1
27-04-2017,5,50,1,1,1,30,3,1
27-04-2017,7,90,1,1,1,42,3,1
27-05-2017,1,90,1,1,1,1,3,3
27-05-2017,1,60,1,1,1,7,3,1
27-05-2017,1,20,1,1,1,43,3,2
27-05-2017,1,90,1,1,1,5,3,4
27-05-2017,1,40,1,1,1,15,3,2
27-05-2017,1,50,1,1,1,34,3,1
27-05-2017,1,60,1,1,1,31,3,2
27-05-2017,1,70,1,1,1,17,3,2
27-05-2017,1,70,6,1,1,16,3,1
27-05-2017,1,20,1,1,1,45,3,6
27-05-2017,1,20,1,1,2,22,3,1
27-05-2017,1,20,4,1,1,43,3,1
27-05-2017,1,90,1,1,1,25,3,36
27-05-2017,1,90,1,1,2,33,3,3
27-05-2017,1,90,1,2,2,6,3,2
27-05-2017,1,90,1,9,1,17,3,1
27-05-2017,1,90,4,1,1,45,3,13
27-05-2017,1,90,4,1,2,18,3,1
27-05-2017,1,90,4,2,2,8,2,2
27-05-2017,1,90,4,9,-1,36,3,1
27-05-2017,1,90,7,1,1,24,3,2
27-05-2017,1,40,1,1,1,41,2,1
27-05-2017,1,40,1,1,2,26,2,1
27-05-2017,1,60,1,1,1,35,3,10
27-05-2017,1,60,1,1,2,8,3,2
27-05-2017,1,60,1,8,2,37,2,1
27-05-2017,1,60,6,1,1,42,3,2
27-05-2017,1,20,1,8,1,29,2,1
27-05-2017,1,90,1,1,1,46,3,1
27-05-2017,1,70,1,1,1,37,3,1
27-05-2017,1,90,1,9,-1,33,2,1
27-05-2017,2,90,1,1,1,43,3,7
27-05-2017,2,90,1,9,1,4,3,1
27-05-2017,2,90,4,1,1,39,2,1
27-05-2017,2,40,1,1,1,10,2,1
27-05-2017,2,40,1,1,2,20,3,1
27-05-2017,2,50,1,1,1,45,3,1
27-05-2017,2,60,1,1,1,6,3,1
27-05-2017,2,70,1,1,1,4,3,2
27-05-2017,2,90,1,1,1,45,3,2
27-05-2017,2,90,1,9,1,30,3,1
27-05-2017,2,50,1,1,1,32,3,1
27-05-2017,2,20,1,1,1,22,3,1
27-05-2017,2,90,1,1,1,37,3,12
27-05-2017,2,90,1,1,2,31,3,1
27-05-2017,2,90,1,2,2,5,3,1
27-05-2017,2,40,1,1,1,1,3,8
27-05-2017,2,40,4,1,1,33,3,1
27-05-2017,2,50,1,1,1,19,3,1
27-05-2017,2,50,1,1,2,46,3,1
27-05-2017,2,70,1,1,1,30,3,11
27-05-2017,2,70,1,1,2,38,3,1
27-05-2017,2,20,1,1,1,47,3,3
27-05-2017,2,20,1,1,2,31,3,1
27-05-2017,2,20,4,1,1,47,3,3
27-05-2017,2,20,6,1,1,23,3,1
27-05-2017,2,90,1,1,-1,48,3,1
27-05-2017,2,90,1,1,1,40,3,70
27-05-2017,2,90,1,1,2,7,3,4
27-05-2017,2,90,1,2,1,23,3,1
27-05-2017,2,90,1,2,2,42,3,7
27-05-2017,2,90,1,4,1,32,3,1
27-05-2017,2,90,1,8,1,43,3,1
27-05-2017,2,90,4,1,1,32,3,8
27-05-2017,2,90,4,2,2,38,3,2
27-05-2017,2,90,6,1,1,25,3,1
27-05-2017,2,90,7,1,1,21,3,1
27-05-2017,2,40,1,1,1,27,3,8
27-05-2017,2,40,1,2,2,15,3,1
27-05-2017,2,40,6,1,1,19,3,1
27-05-2017,2,50,1,1,1,20,3,3
27-05-2017,2,60,1,1,1,1,2,18
27-05-2017,2,60,1,1,2,21,3,5
27-05-2017,2,60,1,2,2,49,3,2
27-05-2017,2,60,6,1,1,46,3,1
27-05-2017,2,20,1,1,1,49,3,1
27-05-2017,2,90,4,1,1,10,3,1
27-05-2017,2,40,1,1,1,18,3,1
27-05-2017,3,40,1,1,1,23,3,1
27-05-2017,3,50,1,1,1,7,3,2
27-05-2017,3,90,1,1,1,10,3,2
27-05-2017,3,40,4,5,2,24,3,1
27-05-2017,3,50,1,1,1,15,3,1
27-05-2017,3,70,1,1,1,25,2,7
27-05-2017,3,20,1,1,1,22,3,1
27-05-2017,3,90,1,1,1,22,3,9
27-05-2017,3,90,1,2,2,44,3,1
27-05-2017,3,90,1,9,1,37,3,1
27-05-2017,3,90,4,1,1,42,3,1
27-05-2017,3,40,1,1,1,6,3,3
27-05-2017,3,50,1,1,1,42,3,1
27-05-2017,3,50,1,2,2,11,3,2
27-05-2017,3,60,1,1,1,10,3,3
27-05-2017,3,60,1,2,2,33,3,1
27-05-2017,4,70,1,1,1,20,3,1
27-05-2017,5,50,1,1,1,44,3,1
27-05-2017,6,90,4,1,1,43,3,1
27-06-2017,1,20,1,2,2,47,3,1
27-06-2017,1,90,4,2,2,38,3,1
27-06-2017,1,50,1,2,2,20,3,1
27-06-2017,1,60,1,2,2,1,3,1
27-06-2017,1,60,4,2,2,50,2,1
27-06-2017,1,20,1,1,1,9,3,1
27-06-2017,1,90,1,1,1,32,3,1
27-06-2017,1,90,1,2,2,5,3,2
27-06-2017,1,90,1,2,2,47,3,3
27-06-2017,1,90,4,2,2,19,3,1
27-06-2017,1,70,1,1,1,43,3,1
27-06-2017,1,20,1,1,-1,13,3,1
27-06-2017,1,20,1,1,1,6,3,3
27-06-2017,1,20,1,2,2,5,3,2
27-06-2017,1,20,4,2,2,7,3,2
27-06-2017,1,90,1,1,1,17,3,17
27-06-2017,1,90,1,1,2,43,3,3
27-06-2017,1,90,1,2,2,45,3,17
27-06-2017,1,90,1,5,2,39,3,1
27-06-2017,1,90,4,1,1,11,3,2
27-06-2017,1,90,4,1,2,12,2,1
27-06-2017,1,90,4,2,2,2,3,4
27-06-2017,1,40,1,1,1,44,2,2
27-06-2017,1,40,1,2,2,18,3,1
27-06-2017,1,50,1,2,2,43,3,1
27-06-2017,1,50,6,2,2,33,3,2
27-06-2017,1,60,1,1,1,12,2,1
27-06-2017,1,60,1,1,2,12,2,1
27-06-2017,1,60,1,2,2,34,3,8
27-06-2017,1,60,6,2,2,28,3,4
27-06-2017,1,90,1,2,2,34,3,1
27-06-2017,1,70,1,1,2,43,3,1
27-06-2017,1,90,1,9,-1,48,3,1
27-06-2017,1,90,4,9,-1,49,3,1
27-06-2017,2,90,1,1,1,45,3,6
27-06-2017,2,90,1,2,2,8,2,3
27-06-2017,2,90,4,2,2,9,3,3
27-06-2017,2,40,1,1,1,29,3,1
27-06-2017,2,40,1,1,2,50,3,2
27-06-2017,2,40,1,2,2,39,3,1
27-06-2017,2,50,1,1,1,44,3,2
27-06-2017,2,60,1,1,1,34,3,1
27-06-2017,2,60,1,2,2,8,3,2
27-06-2017,2,60,4,1,1,47,3,1
27-06-2017,2,60,5,2,2,30,3,1
27-06-2017,2,20,4,9,1,38,3,1
27-06-2017,2,90,1,1,1,23,3,2
27-06-2017,2,90,1,2,2,31,3,3
27-06-2017,2,90,4,2,2,6,3,1
27-06-2017,2,90,1,1,1,21,3,8
27-06-2017,2,90,1,1,2,30,3,1
27-06-2017,2,90,1,2,2,15,2,2
27-06-2017,2,90,1,8,2,48,3,1
27-06-2017,2,90,4,1,1,40,3,1
27-06-2017,2,90,7,1,1,6,3,1
27-06-2017,2,40,1,1,1,17,3,4
27-06-2017,2,50,4,2,2,40,3,1
27-06-2017,2,60,1,1,1,30,3,1
27-06-2017,2,60,1,2,2,24,3,1
27-06-2017,2,70,1,1,1,45,3,4
27-06-2017,2,70,1,2,2,1,3,5
27-06-2017,2,70,1,9,1,20,2,1
27-06-2017,2,70,4,5,2,6,3,1
27-06-2017,2,70,5,5,2,50,2,1
27-06-2017,2,70,7,1,1,18,2,1
27-06-2017,2,20,1,1,1,28,2,7
27-06-2017,2,20,1,2,2,16,3,5
27-06-2017,2,20,4,2,2,14,3,2
27-06-2017,2,90,1,1,1,17,3,46
27-06-2017,2,90,1,1,2,8,2,7
27-06-2017,2,90,1,2,2,29,3,32
27-06-2017,2,90,1,8,2,26,3,1
27-06-2017,2,90,1,9,1,32,3,3
27-06-2017,2,90,4,1,1,45,3,2
27-06-2017,2,90,4,2,2,33,3,1
27-06-2017,2,90,5,1,1,18,3,1
27-06-2017,2,90,5,1,2,25,3,1
27-06-2017,2,90,6,1,1,25,2,1
27-06-2017,2,90,7,2,2,28,3,1
27-06-2017,2,40,1,1,1,35,2,5
27-06-2017,2,40,1,2,2,21,3,8
27-06-2017,2,40,1,9,1,7,3,1
27-06-2017,2,50,1,1,1,46,3,1
27-06-2017,2,50,1,2,2,12,3,1
27-06-2017,2,50,1,8,2,37,3,1
27-06-2017,2,60,1,1,1,10,3,14
27-06-2017,2,60,1,1,2,38,3,1
27-06-2017,2,60,1,2,2,5,2,7
27-06-2017,2,60,5,1,1,9,3,1
27-06-2017,2,90,1,1,1,42,3,1
27-06-2017,2,90,1,1,1,47,2,1
27-06-2017,2,60,1,1,1,38,3,1
27-06-2017,3,90,1,2,2,38,3,1
27-06-2017,3,90,1,1,1,11,3,1
27-06-2017,3,90,1,2,2,8,2,1
27-06-2017,3,40,1,1,1,36,2,1
27-06-2017,3,40,1,2,2,41,3,1
27-06-2017,3,40,4,1,1,18,3,1
27-06-2017,3,50,1,2,2,46,3,1
27-06-2017,3,70,1,1,1,3,3,2
27-06-2017,3,70,1,2,2,37,3,1
27-06-2017,3,90,1,1,1,34,3,7
27-06-2017,3,90,1,1,2,29,3,1
27-06-2017,3,90,1,2,2,16,3,4
27-06-2017,3,90,4,1,1,34,3,1
27-06-2017,3,90,4,2,2,25,3,1
27-06-2017,3,40,1,1,1,22,3,2
27-06-2017,3,40,1,2,2,8,3,2
27-06-2017,3,50,1,1,1,39,3,1
27-06-2017,3,60,1,1,1,7,3,1
27-06-2017,3,60,1,2,1,6,3,1
27-06-2017,3,60,1,2,2,7,3,3
27-06-2017,4,20,1,1,1,47,3,1
27-06-2017,4,90,1,1,1,35,3,1
27-06-2017,4,90,1,1,2,6,3,1
27-06-2017,4,90,1,2,2,1,3,1
27-06-2017,5,20,1,1,1,14,3,1
27-06-2017,5,90,1,1,1,42,3,2
27-07-2017,1,90,1,1,1,49,2,1
27-07-2017,1,50,4,1,1,2,3,1
27-07-2017,1,20,1,1,1,10,3,1
27-07-2017,1,90,1,1,1,45,3,1
27-07-2017,1,90,1,1,2,49,3,1
27-07-2017,1,20,1,1,1,41,3,2
27-07-2017,1,90,1,1,1,47,3,1
27-07-2017,1,90,1,1,2,18,2,1
27-07-2017,1,90,1,2,1,42,3,1
27-07-2017,1,90,1,2,2,23,3,2
27-07-2017,1,90,1,9,-1,1,3,1
27-07-2017,1,40,1,1,1,40,3,1
27-07-2017,1,40,4,1,1,17,3,1
27-07-2017,1,50,1,1,1,27,2,1
27-07-2017,1,50,1,2,2,17,3,1
27-07-2017,1,60,1,2,2,27,3,1
27-07-2017,1,70,1,2,2,7,3,1
27-07-2017,1,20,1,1,1,38,3,3
27-07-2017,1,90,1,1,1,35,3,25
27-07-2017,1,90,1,1,2,24,3,3
27-07-2017,1,90,1,2,2,14,3,5
27-07-2017,1,90,1,4,1,40,3,2
27-07-2017,1,90,4,1,1,32,3,5
27-07-2017,1,90,4,1,2,21,3,1
27-07-2017,1,90,4,2,2,30,3,2
27-07-2017,1,90,6,1,1,36,3,1
27-07-2017,1,90,7,1,1,13,3,1
27-07-2017,1,40,1,1,1,14,3,2
27-07-2017,1,40,1,1,2,28,3,2
27-07-2017,1,40,4,1,1,29,3,1
27-07-2017,1,50,1,1,1,12,3,1
27-07-2017,1,50,4,1,1,44,3,1
27-07-2017,1,50,6,1,1,49,3,2
27-07-2017,1,60,1,1,1,27,3,5
27-07-2017,1,60,1,1,2,38,3,2
27-07-2017,1,60,1,2,2,36,3,3
27-07-2017,1,60,1,8,2,41,3,1
27-07-2017,1,60,6,1,1,28,1,1
27-07-2017,1,60,6,1,2,5,3,1
27-07-2017,1,60,7,1,1,3,3,1
27-07-2017,1,20,1,2,2,12,3,1
27-07-2017,1,20,1,1,-1,8,3,1
27-07-2017,1,20,1,1,1,25,3,1
27-07-2017,1,90,1,1,1,34,3,1
27-07-2017,1,90,1,9,-1,13,3,1
27-07-2017,1,60,6,1,1,46,3,1
27-07-2017,2,20,1,1,1,25,3,1
27-07-2017,2,90,1,1,1,34,3,6
27-07-2017,2,90,1,1,2,48,3,2
27-07-2017,2,90,1,8,2,49,3,1
27-07-2017,2,90,4,1,2,7,3,2
27-07-2017,2,90,4,2,2,5,3,1
27-07-2017,2,50,1,1,1,6,3,1
27-07-2017,2,60,1,1,2,42,3,1
27-07-2017,2,60,1,2,2,39,3,1
27-07-2017,2,70,1,1,1,1,3,2
27-07-2017,2,20,1,1,1,4,3,1
27-07-2017,2,90,1,1,1,35,2,3
27-07-2017,2,90,1,1,1,22,3,5
27-07-2017,2,90,1,1,2,8,2,1
27-07-2017,2,90,1,2,2,2,3,2
27-07-2017,2,90,4,1,1,8,3,2
27-07-2017,2,40,1,1,1,18,3,3
27-07-2017,2,40,1,2,2,6,2,2
27-07-2017,2,40,4,2,2,19,2,1
27-07-2017,2,60,1,1,1,1,2,3
27-07-2017,2,70,1,1,1,44,3,5
27-07-2017,2,70,1,1,2,10,3,2
27-07-2017,2,70,1,2,2,28,3,1
27-07-2017,2,70,1,9,1,6,3,2
27-07-2017,2,70,4,2,2,38,3,1
27-07-2017,2,70,6,1,1,18,3,1
27-07-2017,2,20,1,1,1,49,3,7
27-07-2017,2,20,1,1,2,2,3,4
27-07-2017,2,20,1,2,2,13,2,1
27-07-2017,2,20,4,2,1,23,2,1
27-07-2017,2,90,1,1,-1,28,3,1
27-07-2017,2,90,1,1,1,30,3,64
27-07-2017,2,90,1,1,2,38,3,10
27-07-2017,2,90,1,2,1,25,3,1
27-07-2017,2,90,1,2,2,5,2,8
27-07-2017,2,90,1,5,2,30,3,1
27-07-2017,2,90,1,9,2,13,3,1
27-07-2017,2,90,4,1,1,4,3,8
27-07-2017,2,90,4,1,2,34,3,2
27-07-2017,2,90,4,8,2,37,3,1
27-07-2017,2,90,7,1,1,38,3,2
27-07-2017,2,90,7,9,1,3,3,2
27-07-2017,2,40,1,1,1,23,3,6
27-07-2017,2,40,1,1,2,22,3,1
27-07-2017,2,40,1,2,2,24,3,1
27-07-2017,2,40,1,9,2,33,3,1
27-07-2017,2,40,6,1,1,33,3,1
27-07-2017,2,50,1,1,1,41,3,3
27-07-2017,2,50,6,2,2,2,3,1
27-07-2017,2,60,1,1,1,12,3,12
27-07-2017,2,60,1,1,2,26,3,3
27-07-2017,2,60,1,2,2,23,3,3
27-07-2017,2,60,1,4,1,16,3,1
27-07-2017,2,60,6,1,1,46,3,1
27-07-2017,2,90,1,1,1,8,3,1
27-07-2017,2,90,1,9,-1,25,3,2
27-07-2017,2,60,1,9,2,15,3,1
27-07-2017,3,90,1,1,2,6,3,1
27-07-2017,3,40,1,2,2,4,3,1
27-07-2017,3,90,1,2,2,3,3,1
27-07-2017,3,50,1,8,1,40,3,1
27-07-2017,3,60,1,1,1,47,3,1
27-07-2017,3,70,1,1,1,40,3,3
27-07-2017,3,70,1,2,2,9,3,2
27-07-2017,3,20,1,1,1,3,3,1
27-07-2017,3,90,1,1,1,35,3,5
27-07-2017,3,90,1,1,2,6,3,1
27-07-2017,3,40,1,1,1,30,3,1
27-07-2017,3,50,1,1,1,17,3,2
27-07-2017,3,50,1,1,2,43,3,1
27-07-2017,3,60,1,1,1,5,3,5
27-07-2017,3,60,1,2,2,37,2,2
27-07-2017,4,90,1,1,1,17,3,1
27-07-2017,4,70,1,1,1,42,3,1
27-07-2017,4,90,1,1,2,43,2,1
27-07-2017,4,40,1,1,1,13,3,1
27-07-2017,4,60,1,1,1,39,3,1
27-08-2017,1,90,1,1,1,19,3,5
27-08-2017,1,90,4,1,1,42,3,1
27-08-2017,1,40,4,1,1,4,3,1
27-08-2017,1,60,6,1,1,5,3,1
27-08-2017,1,20,7,9,1,25,3,1
27-08-2017,1,90,1,1,1,13,3,1
27-08-2017,1,90,4,1,1,48,3,2
27-08-2017,1,90,1,1,1,29,3,2
27-08-2017,1,90,4,1,1,6,2,2
27-08-2017,1,40,1,1,1,48,3,2
27-08-2017,1,60,1,1,1,10,3,1
27-08-2017,1,70,1,1,1,3,3,5
27-08-2017,1,70,6,1,1,30,3,2
27-08-2017,1,20,1,1,1,46,3,5
27-08-2017,1,20,4,1,1,10,3,1
27-08-2017,1,20,7,1,1,22,3,1
27-08-2017,1,90,1,1,1,43,3,33
27-08-2017,1,90,4,1,1,44,3,10
27-08-2017,1,90,4,1,2,46,3,1
27-08-2017,1,90,7,1,1,5,3,1
27-08-2017,1,40,1,1,1,26,3,6
27-08-2017,1,40,4,1,1,23,2,1
27-08-2017,1,50,1,1,1,35,2,1
27-08-2017,1,50,1,9,1,14,3,1
27-08-2017,1,60,1,1,1,16,3,9
27-08-2017,1,60,6,1,1,49,3,2
27-08-2017,1,90,1,1,1,4,3,2
27-08-2017,1,20,1,1,1,11,3,2
27-08-2017,1,90,1,1,1,45,3,1
27-08-2017,1,90,1,4,1,12,3,1
27-08-2017,1,40,1,1,1,25,3,1
27-08-2017,2,90,1,1,1,4,3,5
27-08-2017,2,90,1,9,1,31,2,1
27-08-2017,2,90,4,1,1,34,3,1
27-08-2017,2,90,5,1,1,2,3,1
27-08-2017,2,90,7,1,1,39,3,1
27-08-2017,2,40,1,1,1,24,3,1
27-08-2017,2,40,4,1,1,48,3,1
27-08-2017,2,60,1,1,1,37,3,1
27-08-2017,2,70,1,1,1,47,3,2
27-08-2017,2,90,1,1,1,50,3,1
27-08-2017,2,90,4,1,1,9,2,1
27-08-2017,2,20,1,1,1,2,3,1
27-08-2017,2,90,1,1,1,30,3,6
27-08-2017,2,90,4,1,1,47,3,2
27-08-2017,2,90,7,9,1,26,3,1
27-08-2017,2,40,1,1,1,13,3,5
27-08-2017,2,40,4,1,1,33,3,1
27-08-2017,2,50,1,1,1,9,3,2
27-08-2017,2,60,1,1,1,49,3,1
27-08-2017,2,70,1,1,1,17,3,4
27-08-2017,2,70,4,1,1,50,3,1
27-08-2017,2,20,1,1,1,9,3,8
27-08-2017,2,20,1,9,1,46,3,1
27-08-2017,2,20,4,1,1,45,2,1
27-08-2017,2,20,4,9,1,23,3,1
27-08-2017,2,20,7,9,1,27,3,1
27-08-2017,2,90,1,1,1,34,3,49
27-08-2017,2,90,1,1,2,20,3,1
27-08-2017,2,90,1,4,2,49,3,1
27-08-2017,2,90,1,9,1,14,3,2
27-08-2017,2,90,4,1,1,15,3,12
27-08-2017,2,90,7,1,1,48,3,2
27-08-2017,2,40,1,1,1,28,3,10
27-08-2017,2,50,1,1,1,49,3,5
27-08-2017,2,50,4,1,1,24,3,1
27-08-2017,2,50,7,1,1,32,3,1
27-08-2017,2,60,1,1,1,1,3,28
27-08-2017,2,60,6,1,1,12,3,2
27-08-2017,2,90,1,1,1,32,3,1
27-08-2017,2,40,1,1,1,13,3,1
27-08-2017,2,40,4,1,1,1,3,1
27-08-2017,2,90,1,1,1,5,3,2
27-08-2017,2,90,1,9,-1,42,3,1
27-08-2017,2,90,7,9,-1,10,3,1
27-08-2017,3,40,4,1,1,15,2,1
27-08-2017,3,50,4,1,1,9,3,1
27-08-2017,3,90,1,1,1,5,3,1
27-08-2017,3,90,4,1,1,44,3,2
27-08-2017,3,70,1,1,1,46,3,3
27-08-2017,3,20,1,1,1,9,3,1
27-08-2017,3,20,1,9,1,37,3,1
27-08-2017,3,90,1,1,1,4,3,11
27-08-2017,3,90,1,9,1,7,3,1
27-08-2017,3,90,4,1,1,31,3,2
27-08-2017,3,90,7,1,1,29,2,1
27-08-2017,3,40,1,1,1,11,3,1
27-08-2017,3,50,1,1,1,32,3,2
27-08-2017,3,60,1,1,1,49,3,7
27-08-2017,4,50,1,1,1,34,3,1
27-08-2017,4,90,1,1,1,24,3,2
27-08-2017,4,70,4,1,1,14,3,1
27-08-2017,5,50,1,1,1,1,3,2
27-08-2017,6,70,6,1,1,37,3,1
27-09-2017,1,90,1,8,1,19,3,1
27-09-2017,1,90,1,9,1,10,3,1
27-09-2017,1,90,4,2,2,17,3,1
27-09-2017,1,90,7,3,2,30,3,1
27-09-2017,1,40,4,2,2,2,3,1
27-09-2017,1,20,1,1,1,49,2,2
27-09-2017,1,20,4,2,2,30,3,1
27-09-2017,1,90,1,1,1,23,2,2
27-09-2017,1,20,1,1,1,32,3,1
27-09-2017,1,90,1,1,1,19,3,2
27-09-2017,1,90,1,2,2,6,3,2
27-09-2017,1,90,4,2,2,46,3,1
27-09-2017,1,90,5,2,2,26,3,1
27-09-2017,1,40,1,1,1,11,3,1
27-09-2017,1,40,4,2,2,17,2,1
27-09-2017,1,50,1,1,1,42,2,1
27-09-2017,1,50,4,2,2,33,3,1
27-09-2017,1,60,1,7,2,29,2,1
27-09-2017,1,60,6,2,2,7,3,1
27-09-2017,1,70,1,1,1,34,2,1
27-09-2017,1,70,1,1,2,4,3,1
27-09-2017,1,70,4,1,1,18,3,1
27-09-2017,1,70,4,2,2,23,3,2
27-09-2017,1,20,1,1,-1,45,3,1
27-09-2017,1,20,1,1,1,39,3,9
27-09-2017,1,20,4,1,1,19,3,1
27-09-2017,1,20,4,2,2,43,2,4
27-09-2017,1,20,4,9,1,24,3,1
27-09-2017,1,90,1,1,-1,8,3,1
27-09-2017,1,90,1,1,1,15,3,33
27-09-2017,1,90,1,1,2,47,2,3
27-09-2017,1,90,1,2,2,24,2,7
27-09-2017,1,90,1,4,2,19,3,1
27-09-2017,1,90,1,9,1,17,3,3
27-09-2017,1,90,4,1,1,3,3,6
27-09-2017,1,90,4,2,1,21,3,1
27-09-2017,1,90,4,2,2,25,3,8
27-09-2017,1,90,5,2,2,38,3,1
27-09-2017,1,90,6,2,2,37,3,1
27-09-2017,1,90,7,2,2,22,3,1
27-09-2017,1,40,1,1,1,15,3,2
27-09-2017,1,40,4,2,2,22,3,1
27-09-2017,1,40,6,2,2,46,3,1
27-09-2017,1,50,1,1,1,33,3,1
27-09-2017,1,50,6,2,2,5,3,2
27-09-2017,1,60,1,1,1,5,3,3
27-09-2017,1,60,1,1,2,39,3,1
27-09-2017,1,60,6,2,2,46,3,3
27-09-2017,1,60,6,7,2,36,3,1
27-09-2017,1,20,1,1,1,10,3,1
27-09-2017,1,90,6,2,2,4,3,1
27-09-2017,1,90,1,1,1,48,3,1
27-09-2017,1,90,4,9,-1,46,3,1
27-09-2017,1,90,7,2,2,14,3,1
27-09-2017,2,20,4,2,2,8,3,1
27-09-2017,2,90,1,1,1,49,3,1
27-09-2017,2,90,1,9,-1,2,3,1
27-09-2017,2,90,4,1,1,26,3,1
27-09-2017,2,90,4,2,2,35,3,3
27-09-2017,2,40,1,1,1,26,3,3
27-09-2017,2,60,1,1,1,25,3,1
27-09-2017,2,20,1,1,1,24,3,1
27-09-2017,2,20,4,2,2,34,3,1
27-09-2017,2,90,1,1,1,24,3,7
27-09-2017,2,20,1,1,1,25,3,1
27-09-2017,2,90,1,1,1,31,3,6
27-09-2017,2,90,1,9,-1,18,3,1
27-09-2017,2,90,4,1,1,39,3,1
